package,url,subdir,registry
CR2,https://github.com/flh3/cr2,,
CRABS,https://github.com/afmagee/crabs,,
cragg,https://github.com/beniaminogreen/cragg,,
crandep,https://github.com/clement-lee/crandep,,
cranlike,https://github.com/r-hub/cranlike,,
cranlogs,https://github.com/r-hub/cranlogs,,
cranly,https://github.com/ikosmidis/cranly,,
CRANsearcher,https://github.com/rhoinc/cransearcher,,
crassmat,https://github.com/nickkunz/crassmat,,
crayon,https://github.com/r-lib/crayon,,
crayons,https://github.com/christopherkenny/crayons,,
crc32c,https://github.com/eddelbuettel/crc32c,,
crch,https://github.com/r-forge/topmodels,pkg/crch,
CRE,https://github.com/nsaph-software/cre,,
CREAM,https://github.com/bhklab/cream,,
credentials,https://github.com/r-lib/credentials,,
CRediTas,https://github.com/ropensci/creditas,,
credule,https://github.com/blenezet/credule,credule,
cregg,https://github.com/leeper/cregg,,
crew,https://github.com/wlandau/crew,,
crew.aws.batch,https://github.com/wlandau/crew.aws.batch,,
crew.cluster,https://github.com/wlandau/crew.cluster,,
CRF,https://github.com/wulingyun/crf,,
crfsuite,https://github.com/bnosac/crfsuite,,
cricketdata,https://github.com/robjhyndman/cricketdata,,
cricketr,https://github.com/tvganesh/cricketr,,
crimedata,https://github.com/mpjashby/crimedata,,
crimeutils,https://github.com/jacobkap/crimeutils,,
CRISPRball,https://github.com/j-andrews7/crisprball,,bioc
crisprBase,https://github.com/crisprverse/crisprbase,,bioc
crisprBowtie,https://github.com/crisprverse/crisprbowtie,,bioc
crisprBwa,https://github.com/crisprverse/crisprbwa,,bioc
crisprDesign,https://github.com/crisprverse/crisprdesign,,bioc
crispRdesignR,https://github.com/dylanbeeber/crisprdesignr,,
crisprScore,https://github.com/crisprverse/crisprscore,,bioc
crisprShiny,https://github.com/crisprverse/crisprshiny,,bioc
crisprVerse,https://github.com/crisprverse/crisprverse,,bioc
crisprViz,https://github.com/crisprverse/crisprviz,,bioc
criticalpath,https://github.com/rubens2005/criticalpath,,
CRMetrics,https://github.com/khodosevichlab/crmetrics,,
crmn,https://github.com/hredestig/crmn,pkg,
crmPack,https://github.com/openpharma/crmpack,,
crochet,https://github.com/agrueneberg/crochet,,
cronologia,https://github.com/feddelegrand7/cronologia,,
cronR,https://github.com/bnosac/cronr,,
cropcircles,https://github.com/doehm/cropcircles,,
cropdatape,https://github.com/omarbenites/cropdatape,,
cropDemand,https://github.com/filgueirasr/cropdemand,,
cropgrowdays,https://gitlab.com/petebaker/cropgrowdays,,
CropWaterBalance,https://github.com/gabrielblain/cropwaterbalance,,
cropZoning,https://github.com/filgueirasr/cropzoning,,
CrossCarry,https://github.com/cruzalirio/crosscarry,,
CrossClustering,https://github.com/corradolanera/crossclustering,,
crosshap,https://github.com/jacobimarsh/crosshap,,
crossmap,https://github.com/rossellhayes/crossmap,,
crossmeta,https://github.com/alexvpickering/crossmeta,,bioc
crossnma,https://github.com/htx-r/crossnma,,
Crossover,https://github.com/kornl/crossover,pkg/Crossover,
crossrun,https://github.com/torewentzel-larsen/crossrun,,
crosstable,https://github.com/danchaltiel/crosstable,,
crosstalk,https://github.com/rstudio/crosstalk,,
crosswalkr,https://github.com/btskinner/crosswalkr,,
crossword.r,https://github.com/petermeissner/crossword.r,,
crplyr,https://github.com/crunch-io/crplyr,,
crqa,https://github.com/morenococo/crqa,,
crs,https://github.com/jeffreyracine/r-package-crs,,
crseEventStudy,https://github.com/skoestlmeier/crseeventstudy,,
crsmeta,https://github.com/hypertidy/crsmeta,,
crsra,https://github.com/jhudsl/crsra,,
crsuggest,https://github.com/walkerke/crsuggest,,
crt2power,https://github.com/melodyaowen/crt2power,,
CRTConjoint,https://github.com/daewoongham97/crtconjoint,,
CRTspat,https://github.com/thomasasmith/crtspat,,
crul,https://github.com/ropensci/crul,,
crunch,https://github.com/crunch-io/rcrunch,,
crunchy,https://github.com/crunch-io/crunchy,,
CruzPlot,https://github.com/swfsc/cruzplot,,
cry,https://github.com/jfoadi/cry,,
crypto2,https://github.com/sstoeckl/crypto2,,
cryptography,https://github.com/piarasfahey/cryptography,,
cryptoQuotes,https://github.com/serkor1/cryptoquotes,,
cryptorng,https://github.com/coolbutuseless/cryptorng,,
cryptoverse,https://github.com/viv-analytics/cryptoverse,,
cryptowatchR,https://github.com/lorenzbr/cryptowatchr,,
csa,https://github.com/imarkonis/csa,,
csalert,https://github.com/csids/csalert,,
csdata,https://github.com/csids/csdata,,
csdR,https://github.com/almaaslab/csdr,,bioc
cSEM,https://github.com/floschuberth/csem,,
CSESA,https://github.com/xia-zhang/csesa,,
CSGo,https://github.com/adsoncostanzifilho/csgo,,
CSHShydRology,https://github.com/cshs-hydrology/cshshydrology,,
csmaps,https://github.com/csids/csmaps,,
csmpv,https://github.com/ajiangsfu/csmpv,,
csodata,https://github.com/csoireland/csodata,,
csquares,https://github.com/pepijn-devries/csquares,,
csranks,https://github.com/danielwilhelm/r-cs-ranks,,
cstab,https://github.com/jmbh/cstab,,
cstidy,https://github.com/csids/cstidy,,
cstime,https://github.com/csids/cstime,,
csutil,https://github.com/csids/csutil,,
csv,https://github.com/bergsmat/csv,,
csvread,https://github.com/jabiru/csvread,,
csvwr,https://github.com/robsteranium/csvwr,,
csvy,https://github.com/leeper/csvy,,
ctbi,https://github.com/fritte2/ctbi,,
CTdata,https://github.com/uclouvain-cbio/ctdata,,bioc
CTexploreR,https://github.com/uclouvain-cbio/ctexplorer,,bioc
cthist,https://github.com/bgcarlisle/cthist,,
ctmle,https://github.com/jucheng1992/ctmle,,
ctmm,https://github.com/ctmm-initiative/ctmm,,
CTNote,https://github.com/ctn-0094/ctnote,,
cTOST,https://github.com/yboulag/ctost,,
ctpm,https://github.com/noonanm/ctpm,,
cTRAP,https://github.com/nuno-agostinho/ctrap,,bioc
ctrdata,https://github.com/rfhb/ctrdata,,
ctsem,https://github.com/cdriveraus/ctsem,,
ctsemOMX,https://github.com/cdriveraus/ctsemomx,,
ctsGE,https://github.com/michalsharabi/ctsge,,bioc
CTSV,https://github.com/jingeyu/ctsv,,bioc
CTTShiny,https://github.com/kylehamilton/cttshiny,,
ctxR,https://github.com/usepa/ctxr,,
cubar,https://github.com/mt1022/cubar,,
cubature,https://github.com/bnaras/cubature,,
cubble,https://github.com/huizezhang-sherry/cubble,,
cubelyr,https://github.com/hadley/cubelyr,,
cubfits,https://github.com/snoweye/cubfits,,
cubicBsplines,https://github.com/plambertuliege/cubicbsplines,,
Cubist,https://github.com/topepo/cubist,,
cucumber,https://github.com/jakubsob/cucumber,,
cuda.ml,https://github.com/mlverse/cuda.ml,,
CUFF,https://github.com/giguerch/cuff,,
cultevo,https://github.com/kevinstadler/cultevo,,
cumulcalib,https://github.com/resplab/cumulcalib,,
cumulocityr,https://github.com/softwareag/cumulocityr,,
cuperdec,https://github.com/jfy133/cuperdec,,
CuratedAtlasQueryR,https://github.com/stemangiola/curatedatlasqueryr,,bioc
cuRe,https://github.com/lassehjort/cure,,
CureAuxSP,https://github.com/biostat-jieding/cureauxsp,,
CureDepCens,https://github.com/gabrielgrandemagne/curedepcens,,
cureplots,https://github.com/gbasulto/cureplots,,
curl,https://github.com/jeroen/curl,,
CurricularAnalytics,https://github.com/danyulll/curricularanalytics,,
currr,https://github.com/marcellgranat/currr,,
curry,https://github.com/thomasp85/curry,,
curstatCI,https://github.com/kimhendrickx/curstatci,,
curtailment,https://github.com/martinlaw/curtailment,,
curvir,https://github.com/trnnick/curvir,,
customCMPdb,https://github.com/girke-lab/customcmpdb,,bioc
CustomDerivative,https://github.com/aim-it4/customderivative,,
customiser,https://github.com/jameslairdsmith/customiser,,
customizedTraining,https://github.com/saberpowers/customizedtraining,,
cusumcharter,https://github.com/johnmackintosh/cusumcharter,,
CUSUMdesign,https://github.com/boxiang-wang/cusumdesign,,
cutoff,https://github.com/yikeshu0611/cutoff,,
cutpointr,https://github.com/thie1e/cutpointr,,
cv,https://github.com/gmonette/cv,,
cvap,https://github.com/christopherkenny/cvap,,
cvar,https://github.com/geobosh/cvar,,
cvasi,https://github.com/cvasi-tktd/cvasi,,
cvAUC,https://github.com/ledell/cvauc,,
cvCovEst,https://github.com/philboileau/cvcovest,,
cvcrand,https://github.com/hengshiyu/cvcrand,,
cvequality,https://github.com/benmarwick/cvequality,,
cvGEE,https://github.com/drizopoulos/cvgee,,
CVglasso,https://github.com/mgallow/cvglasso,,
CvmortalityMult,https://github.com/davidatance/cvmortalitymult,,
cvms,https://github.com/ludvigolsen/cvms,,
CVrisk,https://github.com/vcastro/cvrisk,,
cvsem,https://github.com/annawysocki/cvsem,,
cvTools,https://github.com/aalfons/cvtools,,
cvwrapr,https://github.com/kjytay/cvwrapr,,
CVXR,https://github.com/cvxgrp/cvxr,,
cwbtools,https://github.com/polmine/cwbtools,,
CWT,https://github.com/antguz/cwt,,
cxhull,https://github.com/stla/cxhull,,
cxr,https://github.com/radicalcommecol/cxr,,
cxxfunplus,https://github.com/maverickg/cxxfunplus,cxxfunplus,
cyanoFilter,https://github.com/fomotis/cyanofilter,,bioc
cyclestreets,https://github.com/cyclestreets/cyclestreets-r,,
cyclocomp,https://github.com/gaborcsardi/cyclocomp,,
cycloids,https://github.com/peterbiber/cycloids,,
cyclomort,https://github.com/eligurarie/cyclomort,,
Cyclops,https://github.com/ohdsi/cyclops,,
cyclotomic,https://github.com/stla/cyclotomic,,
cymruservices,https://github.com/hrbrmstr/cymruservices,,
cyphr,https://github.com/ropensci/cyphr,,
cypress,https://github.com/renlyly/cypress,,bioc
cystiSim,https://github.com/brechtdv/cystisim,,
cytofan,https://github.com/yannabraham/cytofan,,
cytofQC,https://github.com/jillbo1000/cytofqc,,bioc
CytoGLMM,https://github.com/christofseiler/cytoglmm,,bioc
cytoKernel,https://github.com/ghoshlab/cytokernel,,bioc
cytomapper,https://github.com/bodenmillergroup/cytomapper,,bioc
CytoMDS,https://github.com/uclouvain-cbio/cytomds,,bioc
cytoMEM,https://github.com/cytolab/cytomem,,bioc
cytometree,https://github.com/sistm/cytometree,,
cytominer,https://github.com/cytomining/cytominer,,
CytoML,https://github.com/rglab/cytoml,,bioc
CytoPipeline,https://github.com/uclouvain-cbio/cytopipeline,,bioc
CytoPipelineGUI,https://github.com/uclouvain-cbio/cytopipelinegui,,bioc
CytOpT,https://github.com/sistm/cytopt-r,,
CytoSimplex,https://github.com/welch-lab/cytosimplex,,
cytoviewer,https://github.com/bodenmillergroup/cytoviewer,,bioc
czechrates,https://github.com/jla-data/czechrates,,
czso,https://github.com/petrbouchal/czso,,
D2MCS,https://github.com/drordas/d2mcs,,
D3mirt,https://github.com/forsbergpyschometrics/d3mirt,,
d3Network,https://github.com/christophergandrud/d3network,,
D3partitionR,https://github.com/antoineguillot2/d3partitionr,,
d3po,https://github.com/pachadotdev/d3po,,
d3r,https://github.com/timelyportfolio/d3r,,
d3Tree,https://github.com/yonicd/d3tree,,
d4storagehub4R,https://github.com/eblondel/d4storagehub4r,,
D4TAlink.light,https://bitbucket.org/sq4/d4talink.light,D4TAlink.light,
DA,https://github.com/xinghuq/da,,
DAAG,https://gitlab.com/daagur/daag,,
daarem,https://github.com/nchenderson/daarem,,
dabestr,https://github.com/acclab/dabestr,,
dabr,https://github.com/special-uor/dabr,,
dacc,https://github.com/liyanstat/dacc,,
dada2,https://github.com/benjjneb/dada2,,bioc
dadjokeapi,https://github.com/jhollist/dadjokeapi,,
dados,https://github.com/cienciadedatos/dados,,
dae,https://github.com/briencj/dae,,
daff,https://github.com/edwindj/daff,,
dafishr,https://github.com/cbmc-gcmp/dafishr,,
dagitty,https://github.com/jtextor/dagitty,r,
dagLogo,https://github.com/jianhong/daglogo,,bioc
dail,https://github.com/igorlaltuf/dail,,
daiquiri,https://github.com/ropensci/daiquiri,,
daiR,https://github.com/hegghammer/dair,,
DAISIE,https://github.com/rsetienne/daisie,,
DAISIEprep,https://github.com/joshwlambert/daisieprep,,
DALEX,https://github.com/modeloriented/dalex,,
DALEXtra,https://github.com/modeloriented/dalextra,,
DALSM,https://github.com/plambertuliege/dalsm,,
daltoolbox,https://github.com/cefet-rj-dal/daltoolbox,,
daltoolboxdp,https://github.com/cefet-rj-dal/daltoolboxdp,,
DALY,https://github.com/brechtdv/daly,,
damAOI,https://github.com/chrislittleboy/damaoi,,
DAMEfinder,https://github.com/markrobinsonuzh/damefinder,,bioc
DamiaNN,https://github.com/the-wayvy/damiann,,
DAMOCLES,https://github.com/rsetienne/damocles,,
damr,https://github.com/rethomics/damr,,
dams,https://github.com/jsta/dams,,
Damsel,https://github.com/oshlack/damsel,,bioc
dang,https://github.com/eddelbuettel/dang,,
dani,https://github.com/matteo21q/dani,,
dann,https://github.com/gmcmacran/dann,,
danstat,https://github.com/valerivoev/danstat,,
DAPAR,https://github.com/prostarproteomics/dapar,,bioc
dapper,https://github.com/mango-empire/dapper,,
daqapo,https://github.com/bupaverse/daqapo,,
dar,https://github.com/microbialgenomics-irsicaixaorg/dar,,bioc
Dark,https://github.com/emkayoh/dark,,
darksky,https://github.com/hrbrmstr/darksky,,
dartR,https://github.com/green-striped-gecko/dartr,,
dartR.data,https://github.com/green-striped-gecko/dartr.data,,
dartR.sim,https://github.com/green-striped-gecko/dartr.sim,,
dartRverse,https://github.com/green-striped-gecko/dartrverse,,
dashboardthemes,https://github.com/nik01010/dashboardthemes,,
Dasst,https://github.com/hlozza/dasst,,
dat,https://github.com/wahani/dat,,
data.table,https://github.com/rdatatable/data.table,,
data.tree,https://github.com/gluc/data.tree,,
data.validator,https://github.com/appsilon/data.validator,,
data360r,https://github.com/pechiyappan/data360r,,
DatabaseConnector,https://github.com/ohdsi/databaseconnector,,
DatabaseConnectorJars,https://github.com/ohdsi/databaseconnectorjars,,
DatabionicSwarm,https://github.com/mthrun/databionicswarm,,
databraryr,https://github.com/databrary/databraryr,,
dataclass,https://github.com/walkerjameschris/dataclass,,
DataClean,https://github.com/xiaoruizhu/dataclean,,
datacleanr,https://github.com/the-hull/datacleanr,,
DataCombine,https://github.com/christophergandrud/datacombine,,
dataCompareR,https://github.com/capitalone/datacomparer,dataCompareR,
datadictionary,https://github.com/doctorbjones/datadictionary,,
datadogr,https://github.com/yutannihilation/k9,,
datadriftR,https://github.com/ugurdar/datadriftr,,
DataEditR,https://github.com/dillonhammill/dataeditr,,
DataExplorer,https://github.com/boxuancui/dataexplorer,,
DataFakeR,https://github.com/openpharma/datafaker,,
datafsm,https://github.com/jonathan-g/datafsm,,
datagovsgR,https://github.com/clintonwxy/datagovsgr,,
dataMaid,https://github.com/ekstroem/datamaid,,
dataMeta,https://github.com/dmrodz/datameta,,
DataMetProcess,https://github.com/wagnnerms97/datametprocess,,
datamods,https://github.com/dreamrs/datamods,,
dataonderivatives,https://github.com/imanuelcostigan/dataonderivatives,,
dataone,https://github.com/dataoneorg/rdataone,,
datapack,https://github.com/ropensci/datapack,,
DataPackageR,https://github.com/ropensci/datapackager,,
datapasta,https://github.com/milesmcbain/datapasta,,
dataPreparation,https://github.com/eltoulemonde/datapreparation,,
dataquieR,https://gitlab.com/libreumg/dataquier,,
datardis,https://github.com/kittjonathan/datardis,,
dataReporter,https://github.com/ekstroem/datareporter,,
dataresqc,https://github.com/ybrugnara/dataresqc,,
dataRetrieval,https://github.com/doi-usgs/dataretrieval,,
datarium,https://github.com/kassambara/datarium,,
datasailr,https://github.com/niceume/datasailr,,
datasauRus,https://github.com/jumpingrivers/datasaurus,,
dataseries,https://github.com/christophsax/dataseries,,
datasetjson,https://github.com/atorus-research/datasetjson,,
datasets.load,https://github.com/bquast/datasets.load,,
DataSpaceR,https://github.com/ropensci/dataspacer,,
dataspice,https://github.com/ropensci/dataspice,,
DataSum,https://github.com/uzairkhan11w/datasum,,
dataverifyr,https://github.com/davzim/dataverifyr,,
dataverse,https://github.com/iqss/dataverse-client-r,,
DataVisualizations,https://github.com/mthrun/datavisualizations,,
datawizard,https://github.com/easystats/datawizard,,
dateback,https://github.com/r-suzuki/dateback,,
datefixR,https://github.com/ropensci/datefixr,,
datelife,https://github.com/lunasare/datelife,,archived
daterangepicker,https://github.com/trafficonese/daterangepicker,,
datetimeoffset,https://github.com/trevorld/r-datetimeoffset,,
DateTimeRangePicker,https://github.com/stla/datetimerangepicker,,
datetimeutils,https://github.com/enricoschumann/datetimeutils,,
dateutils,https://github.com/macroeconomicdata/dateutils,,
datoramar,https://github.com/kxzk/datoramar,,
datos,https://github.com/cienciadedatos/datos,,
datplot,https://github.com/lsteinmann/datplot,,
datr,https://github.com/libscie/datr,,
datrProfile,https://github.com/avitaliano/datrprofile,,
dauphin,https://github.com/hughparsonage/dauphin,,
Davies,https://github.com/robinhankin/davies,,
daymetr,https://github.com/bluegreen-labs/daymetr,,
daySupply,https://github.com/ab-sa/daysupply,,
dbarts,https://github.com/vdorie/dbarts,,
dbflobr,https://github.com/poissonconsulting/dbflobr,,
dbGaPCheckup,https://github.com/lwheinsberg/dbgapcheckup,,
DBHC,https://github.com/gabybudel/dbhc,,
dbhydroR,https://github.com/ropensci-archive/dbhydror,,
DBI,https://github.com/r-dbi/dbi,,
DBItest,https://github.com/r-dbi/dbitest,,
dblcens,https://github.com/yfyang86/dblcens,,
dbMC,https://github.com/tienmt/dbmc,,
DBModelSelect,https://github.com/shkoeneman/dbmodelselect,,
dbmss,https://github.com/ericmarcon/dbmss,,
dbnlearn,https://github.com/robson-fernandes/dbnlearn,,
dbnR,https://github.com/dkesada/dbnr,,
dbparser,https://github.com/ropensci/dbparser,,
dbplot,https://github.com/edgararuiz/dbplot,,
dbplyr,https://github.com/tidyverse/dbplyr,,
dbscan,https://github.com/mhahsler/dbscan,,
DBTC,https://github.com/rgyoung6/dbtc,,
DBTCShiny,https://github.com/rgyoung6/dbtcshiny,,
dbw,https://github.com/hirotokatsumata/dbw,,
dbx,https://github.com/ankane/dbx,,
dcanr,https://github.com/davislaboratory/dcanr,,bioc
dccpp,https://github.com/berrij/dccpp,,
dce,https://github.com/cbg-ethz/dce,,bioc
DCEM,https://github.com/parichit/dcem,,
DCG,https://github.com/hanettools/dcg,,
dChipIO,https://github.com/henrikbengtsson/dchipio,,
dcifer,https://github.com/eppicenter/dcifer,,
DCLEAR,https://github.com/ikwak2/dclear,,
dclone,https://github.com/datacloning/dclone,,
dclust,https://github.com/shaunpwilkinson/dclust,,
DCluster,https://github.com/becarioprecario/dcluster,,
dcm2,https://github.com/atlas-aai/dcm2,,
dcmle,https://github.com/datacloning/dcmle,,
dcmodify,https://github.com/data-cleaning/dcmodify,pkg,
DCPO,https://github.com/fsolt/dcpo,,
dcTensor,https://github.com/rikenbit/dctensor,,
dcurver,https://github.com/oguzhanogreden/dcurver,,
dcurves,https://github.com/ddsjoberg/dcurves,,
DDD,https://github.com/rsetienne/ddd,,
dde,https://github.com/mrc-ide/dde,,
ddi,https://github.com/kuriwaki/ddi,,
DDIwR,https://github.com/dusadrian/ddiwr,,
ddml,https://github.com/thomaswiemann/ddml,,
DDoutlier,https://github.com/jhmadsen/ddoutlier,,
ddpcr,https://github.com/daattali/ddpcr,,
ddPCRclust,https://github.com/bgbrink/ddpcrclust,,bioc
ddplot,https://github.com/feddelegrand7/ddplot,,
DDPNA,https://github.com/liukf10/ddpna,,
ddsPLS,https://github.com/hlorenzo/ddspls,,
ddst,https://github.com/pbiecek/ddst,,
ddtlcm,https://github.com/limengbinggz/ddtlcm,,
dearseq,https://github.com/borishejblum/dearseq,,bioc
debar,https://github.com/cnuge/debar,,
DEBBI,https://github.com/bmgaldo/debbi,,
debCAM,https://github.com/lululuella/debcam,,bioc
deBif,https://github.com/amderoos/debif,,
deBInfer,https://github.com/pboesu/debinfer,,
debkeepr,https://github.com/jessesadler/debkeepr,,
debrowser,https://github.com/umms-biocore/debrowser,,bioc
debugme,https://github.com/r-lib/debugme,,
debugr,https://github.com/jsugarelli/debugr,,
DeCAFS,https://github.com/gtromano/decafs,,
decido,https://github.com/hypertidy/decido,,
decisionSupport,https://github.com/eikeluedeling/decisionsupport,,
deckgl,https://github.com/crazycapivara/deckgl,,
declared,https://github.com/dusadrian/declared,,
DeclareDesign,https://github.com/declaredesign/declaredesign,,
decompr,https://github.com/bquast/decompr,,
decompTumor2Sig,https://github.com/rmpiro/decomptumor2sig,,bioc
decontam,https://github.com/benjjneb/decontam,,bioc
deconvolveR,https://github.com/bnaras/deconvolver,,
deconvR,https://github.com/bimsbbioinfo/deconvr,,bioc
decor,https://github.com/r-lib/decor,,
DecorateR,https://github.com/matthbogaert/decorater,,
decorators,https://github.com/tidylab/decorators,,
decoupleR,https://github.com/saezlab/decoupler,,bioc
deducorrect,https://github.com/data-cleaning/deducorrect,pkg,
deductive,https://github.com/data-cleaning/deductive,pkg,
DeductiveR,https://github.com/alobondo/deductiver,,
deduped,https://github.com/orgadish/deduped,,
dedupewider,https://github.com/gsmolinski/dedupewider,,
deep,https://github.com/blmayer/deep,,
deepdep,https://github.com/dominikrafacz/deepdep,,
deepdive,https://github.com/rajeshb24/deepdive,,
deepgmm,https://github.com/suren-rathnayake/deepgmm,,
DeepLearningCausal,https://github.com/hknd23/deeplearningcausal,,
deeplr,https://github.com/zumbov2/deeplr,,
deepredeff,https://github.com/ruthkr/deepredeff,,
deepRstudio,https://github.com/kumes/deeprstudio,,
deeptime,https://github.com/willgearty/deeptime,,
default,https://github.com/goldingn/default,,
defineOptions,https://github.com/niceume/defineoptions,,
defineR,https://github.com/dbosak01/definer,,
deflateBR,https://github.com/meirelesff/deflatebr,,
deflist,https://github.com/bbuchsbaum/deflist,,
DEFormats,https://github.com/aoles/deformats,,bioc
deformula,https://github.com/okamumu/deformula,,
DegCre,https://github.com/briansroberts/degcre,,bioc
degday,https://github.com/ucanr-igis/degday,,
DegNorm,https://github.com/jipingw/degnorm,,bioc
DEGreport,https://github.com/lpantano/degreport,,bioc
degross,https://github.com/plambertuliege/degross,,
dejaVu,https://github.com/jwb133/dejavu,,
Delaporte,https://github.com/aadler/delaporte,,
delayed,https://github.com/tlverse/delayed,,
DelayedArray,https://github.com/bioconductor/delayedarray,,bioc
DelayedDataFrame,https://github.com/bioconductor/delayeddataframe,,bioc
DelayedMatrixStats,https://github.com/petehaitch/delayedmatrixstats,,bioc
DelayedRandomArray,https://github.com/ltla/delayedrandomarray,,bioc
DelayedTensor,https://github.com/rikenbit/delayedtensor,,bioc
deldir,https://github.com/rolfturner/deldir,,
DELocal,https://github.com/dasroy/delocal,,bioc
deltaccd,https://github.com/hugheylab/deltaccd,,
demic,https://github.com/ulthran/demic,,
DemoDecomp,https://github.com/timriffe/demodecomp,,
demodelr,https://github.com/jmzobitz/demodelr,,
demogR,https://github.com/hanase/demogr,,
DemografixeR,https://github.com/matbmeijer/demografixer,,
demoGraphic,https://github.com/loankimrobinson/demographic,,
demography,https://github.com/robjhyndman/demography,,
DemoKin,https://github.com/ivanwilli/demokin,,
demoShiny,https://github.com/sigbertklinke/demoshiny,,
demuxmix,https://github.com/huklein/demuxmix,,bioc
demuxSNP,https://github.com/michaelplynch/demuxsnp,,bioc
dendextend,https://github.com/talgalili/dendextend,,
dendroextras,https://github.com/jefferis/dendroextras,,
dendrometry,https://github.com/narcisstar/dendrometry,,
dendroNetwork,https://github.com/ropensci/dendronetwork,,
DendroSync,https://bitbucket.org/josucham/dendrosync,,
dendroTools,https://github.com/jernejjevsenak/dendrotools,,
DendSer,https://github.com/cbhurley/dendser,,
dendsort,https://github.com/evanbiederstedt/dendsort,,
denguedatahub,https://github.com/thiyangt/denguedatahub,,
denim,https://github.com/thinhong/denim,,
denoiSeq,https://github.com/buriom/denoiseq,,
denovolyzeR,https://github.com/jamesware/denovolyzer,,
densitr,https://github.com/krajnc/densitr,,
densityarea,https://github.com/jofrhwld/densityarea,,
densityClust,https://github.com/thomasp85/densityclust,,
densratio,https://github.com/hoxo-m/densratio,,
densvis,https://github.com/alanocallaghan/densvis,,bioc
denvax,https://gitlab.com/cabp_lshtm/denvax,,
DEoptim,https://github.com/ardiad/deoptim,,
depcache,https://github.com/aitap/depcache,,
DepCens,https://github.com/gabrielgrandemagne/depcens,,
depigner,https://github.com/corradolanera/depigner,,
DepInfeR,https://github.com/huber-group-embl/depinfer,,bioc
DEPONS2R,https://github.com/jacobnabe/depons2r,,
DeProViR,https://github.com/mrbakhsh/deprovir,,bioc
deps,https://github.com/analythium/deps,,
DepthProc,https://github.com/zzawadz/depthproc,,
DEqMS,https://github.com/yafeng/deqms,,bioc
derfinder,https://github.com/lcolladotor/derfinder,,bioc
derfinderHelper,https://github.com/leekgroup/derfinderhelper,,bioc
derfinderPlot,https://github.com/leekgroup/derfinderplot,,bioc
Deriv,https://github.com/sgsokol/deriv,,
derivmkts,https://github.com/rmcd1024/derivmkts,,
desc,https://github.com/r-lib/desc,,
descr,https://github.com/jalvesaq/descr,,
describedata,https://github.com/craigjmcgowan/describedata,,
DescribeDisplay,https://github.com/ggobi/describedisplay,,
describer,https://github.com/paulhendricks/describer,,
descriptio,https://github.com/nicolas-robette/descriptio,,
DescriptiveRepresentationCalculator,https://github.com/cjerzak/descriptiverepresentationcalculator-software,DescriptiveRepresentationCalculator,
DescriptiveStats.OBeu,https://github.com/okgreece/descriptivestats.obeu,,
DescriptiveWH,https://github.com/william-hc/descriptivewh,,
descriptr,https://github.com/rsquaredacademy/descriptr,,
DescrTab2,https://github.com/imbi-heidelberg/descrtab2,,
descstat,https://github.com/ycroissant/descstat,,
desctable,https://github.com/desctable/desctable,,
DescTools,https://github.com/andrisignorell/desctools,,
DescToolsAddIns,https://github.com/andrisignorell/desctoolsaddins,,
DESeq2,https://github.com/thelovelab/deseq2,,bioc
DesignCTPB,https://github.com/ubcxzhang/designctpb,,
designer,https://github.com/ashbaldry/designer,,
designit,https://github.com/bedapub/designit,,
DesignLibrary,https://github.com/declaredesign/designlibrary,,
designr,https://github.com/mmrabe/designr,,
DEsingle,https://github.com/miaozhun/desingle,,bioc
desiR,https://github.com/stanlazic/desir,,
desirability,https://github.com/topepo/desirability,desirability,
desirability2,https://github.com/tidymodels/desirability2,,
desk,https://github.com/ovgu-sh/desk,,
desla,https://github.com/robertadamek/desla,,
deSolve,https://github.com/r-forge/desolve,pkg/deSolve,
DESpace,https://github.com/peicai/despace,,bioc
despair,https://github.com/jpmonteagudo28/despair,,
desplot,https://github.com/kwstat/desplot,,
destiny,https://github.com/theislab/destiny,,bioc
details,https://github.com/yonicd/details,,
detect,https://github.com/psolymos/detect,,
detectnorm,https://github.com/irissun/detectnorm,,
detector,https://github.com/paulhendricks/detector,,
detectors,https://github.com/simonpcouch/detectors,,
detectR,https://github.com/crbaek/detectr,,
detectRUNS,https://github.com/bioinformatics-ptp/detectruns,detectRUNS,
detectseparation,https://github.com/ikosmidis/detectseparation,,
DetLifeInsurance,https://github.com/joaquinauza/detlifeinsurance,,
detourr,https://github.com/casperhart/detourr,,
detrendr,https://github.com/rorynolan/detrendr,,
detzrcr,https://github.com/magnuskristoffersen/detzrcr,,
devEMF,https://github.com/plfjohnson/devemf,,
devoid,https://github.com/r-lib/devoid,,
devRate,https://github.com/frareb/devrate,,
devtools,https://github.com/r-lib/devtools,,
DEWSeq,https://github.com/embl-hentze-group/dewseq,,bioc
dexter,https://github.com/dexter-psychometrics/dexter,,
df2yaml,https://github.com/showteeth/df2yaml,,
DFA,https://github.com/victormesquita40/dfa,,
dfadjust,https://github.com/kolesarm/robust-small-sample-standard-errors,,
dfCompare,https://github.com/swaldroff/dfcompare,,
DFD,https://github.com/mohmedsoudy/dfd,,
dfdr,https://github.com/konrad1991/dfdr,,
dfexpand,https://github.com/jlpainter/dfexpand,,
dfidx,https://github.com/ycroissant/dfidx,,
DFIT,https://github.com/herulor/dfit,,
dfmirroR,https://github.com/jacobpstein/dfmirror,,
